target,classification,action,owner,owner_range,session_hits,sources,proof
0x82958868,existing_effective_registration,retain_registration,0x82958868,,15,0x8238C900:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82958B70,existing_effective_registration,retain_registration,0x82958B70,,4,0x82959CBC:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82958C98,existing_effective_registration,retain_registration,0x82958C98,,8,0x82959FAC:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82959B70,existing_effective_registration,retain_registration,0x82959B70,,115,0x821D81A4:bctrl;0x823B08E4:bctrl;0x8294C474:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82959E48,existing_effective_registration,retain_registration,0x82959E48,,8,0x827BD730:bctrl,merged/fable2-indirect-targets.import-plan.json
0x8295A9C0,existing_effective_registration,retain_registration,0x8295A9C0,,2,0x825E8C10:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82971420,existing_effective_registration,retain_registration,0x82971420,,15,0x824551D8:bctr,merged/fable2-indirect-targets.import-plan.json
0x82971430,existing_effective_registration,retain_registration,0x82971430,,15,0x824551F8:bctr,merged/fable2-indirect-targets.import-plan.json
0x82972138,existing_effective_registration,retain_registration,0x82972138,,13,0x826BA384:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82985390,existing_effective_registration,retain_registration,0x82985390,,1,0x826F5FB8:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82991338,existing_effective_registration,retain_registration,0x82991338,,1,0x82990688:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82991500,existing_effective_registration,retain_registration,0x82991500,,1,0x82990688:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829915A0,existing_effective_registration,retain_registration,0x829915A0,,1,0x82990688:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829AAB50,existing_effective_registration,retain_registration,0x829AAB50,,615,0x829907D4:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829CC770,existing_effective_registration,retain_registration,0x829CC770,,4,0x821B62D4:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829CD1B8,existing_effective_registration,retain_registration,0x829CD1B8,,34,0x82529250:bctr,merged/fable2-indirect-targets.import-plan.json
0x829D1738,existing_effective_registration,retain_registration,0x829D1738,,3,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D18D8,existing_effective_registration,retain_registration,0x829D18D8,,2,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D1998,existing_effective_registration,retain_registration,0x829D1998,,1,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D1A60,existing_effective_registration,retain_registration,0x829D1A60,,15,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D1BE0,existing_effective_registration,retain_registration,0x829D1BE0,,40,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D1C48,existing_effective_registration,retain_registration,0x829D1C48,,40,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D2558,existing_effective_registration,retain_registration,0x829D2558,,5,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D2F80,existing_effective_registration,retain_registration,0x829D2F80,,1,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D36C8,existing_effective_registration,retain_registration,0x829D36C8,,1,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D3CB8,existing_effective_registration,retain_registration,0x829D3CB8,,8,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D3D20,existing_effective_registration,retain_registration,0x829D3D20,,2,0x8218A990:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D6420,existing_effective_registration,retain_registration,0x829D6420,,2,0x821B62D4:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D6510,existing_effective_registration,retain_registration,0x829D6510,,27,0x8226B814:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D69E0,existing_effective_registration,retain_registration,0x829D69E0,,1,0x822903D8:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D6EE8,existing_effective_registration,retain_registration,0x829D6EE8,,15,0x821B62D4:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D75F0,existing_effective_registration,retain_registration,0x829D75F0,,180,0x8226B814:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D7A90,existing_effective_registration,retain_registration,0x829D7A90,,17,0x822862E8:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D7BE0,existing_effective_registration,retain_registration,0x829D7BE0,,1,0x82529250:bctr,merged/fable2-indirect-targets.import-plan.json
0x829D7F08,existing_effective_registration,retain_registration,0x829D7F08,,49,0x8226B814:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D8B30,existing_effective_registration,retain_registration,0x829D8B30,,1,0x821B62D4:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D94E0,existing_effective_registration,retain_registration,0x829D94E0,,1,0x822862E8:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829D9D90,existing_effective_registration,retain_registration,0x829D9D90,,53,0x8220A5D0:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829DD650,existing_effective_registration,retain_registration,0x829DD650,,4,0x82846F1C:bctrl;0x82847068:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829DD830,existing_effective_registration,retain_registration,0x829DD830,,85,0x82205F48:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829E2920,existing_effective_registration,retain_registration,0x829E2920,,4,0x82846F08:bctrl;0x8284711C:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829F1BD0,existing_effective_registration,retain_registration,0x829F1BD0,,1,0x822903D8:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829F5E58,existing_effective_registration,retain_registration,0x829F5E58,,6,0x821D279C:bctrl;0x829CF0B4:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829F5F50,existing_effective_registration,retain_registration,0x829F5F50,,6,0x821B62D4:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829F64D0,existing_effective_registration,retain_registration,0x829F64D0,,24,0x8226B814:bctrl,merged/fable2-indirect-targets.import-plan.json
0x829F6960,existing_effective_registration,retain_registration,0x829F6960,,6,0x822862E8:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82A04FA0,existing_effective_registration,retain_registration,0x82A04FA0,,4,0x82529250:bctr,merged/fable2-indirect-targets.import-plan.json
0x82A2A0F0,existing_effective_registration,retain_registration,0x82A2A0F0,,1,0x822289F0:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82D8AE48,existing_effective_registration,retain_registration,0x82D8AE48,,30,0x82D7CB68:bctrl;0x82D7CD34:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DA1BA0,existing_effective_registration,retain_registration,0x82DA1BA0,,358,0x82956BD4:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DAFE78,existing_effective_registration,retain_registration,0x82DAFE78,,47,0x82DBA7F0:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DB9490,existing_effective_registration,retain_registration,0x82DB9490,,9,0x82E10E74:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DBA288,existing_effective_registration,retain_registration,0x82DBA288,,1395,0x82E23934:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DC2768,existing_effective_registration,retain_registration,0x82DC2768,,9,0x82DB9588:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DC2900,existing_effective_registration,retain_registration,0x82DC2900,,5697,0x82DB962C:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DC73B0,existing_effective_registration,retain_registration,0x82DC73B0,,9,0x82E10D78:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DC73C0,existing_effective_registration,retain_registration,0x82DC73C0,,9,0x821EB79C:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DD1230,existing_effective_registration,retain_registration,0x82DD1230,,29,0x82E2454C:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DD8C18,existing_effective_registration,retain_registration,0x82DD8C18,,5,0x82DE2CBC:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82DD8C80,existing_effective_registration,retain_registration,0x82DD8C80,,5,0x82DE2B50:bctr,merged/fable2-indirect-targets.import-plan.json
0x82DD9910,existing_effective_registration,retain_registration,0x82DD9910,,56,0x82E0734C:bctrl,merged/fable2-indirect-targets.import-plan.json
0x82E08EA0,existing_effective_registration,retain_registration,0x82E08EA0,,18401,0x82E06164:bctr;0x82E1120C:bctrl,merged/fable2-indirect-targets.import-plan.json
0x8300D0C0,existing_effective_registration,retain_registration,0x8300D0C0,,2095104,0x8300F660:bctrl,merged/fable2-indirect-targets.import-plan.json
0x8300D300,existing_effective_registration,retain_registration,0x8300D300,,2095104,0x8300E20C:bctrl,merged/fable2-indirect-targets.import-plan.json
0x83230880,existing_effective_registration,retain_registration,0x83230880,,99,0x832338EC:bctrl,merged/fable2-indirect-targets.import-plan.json
0x83230D50,existing_effective_registration,retain_registration,0x83230D50,,99,0x8322F294:bctrl,merged/fable2-indirect-targets.import-plan.json
